Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign (relative to full videos),end frame of video clip containing the sign (relative to full videos),start frame of the sign (relative to full videos),end frame of the sign (relative to full videos),Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,full video file,sign type,Class Label
1226,BALANCE,BALANCE,BALANCE+,6686,6827,6736,6777,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene15-camera1.mov,Lexical Signs,BALANCE
652,BASEBALL,(S)BASEBALL,(S)BASEBALL,7906,8032,7956,7982,S,S,S,S,ASL_2011_06_08_Brady_scene16-camera1.mov,Lexical Signs,BASEBALL
653,BASEBALL,(S)BASEBALL,(S)BASEBALL,1242,1402,1292,1352,S,S,S,S,ASL_2007_05_24_scene7-camera1.mov,Lexical Signs,BASEBALL
1262,BASEBALL,BASEBALL,BASEBALL,1155,1285,1205,1235,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,ASL_2008_08_04_scene21-camera1.mov,Lexical Signs,BASEBALL
1263,BASEBALL,BASEBALL,BASEBALL+,1264,1387,1314,1337,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,ASL_2006_10_10_scene3-camera1.mov,Lexical Signs,BASEBALL
1264,BASEBALL,BASEBALL_2,BASEBALL_2,442,580,492,530,S,S,S,S,ASL_2008_05_12a_scene21-camera1.mov,Lexical Signs,BASEBALL
467,BASKETBALL,(crvd-5)BASKETBALL,(crvd-5)BASKETBALL,10149,10270,10199,10220,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_08_Brady_scene16-camera1.mov,Lexical Signs,BASKETBALL
468,BASKETBALL,(crvd-5)BASKETBALL,(crvd-5)BASKETBALL,3612,3735,3662,3685,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_07_19_Brady_scene117-camera1.mov,Lexical Signs,BASKETBALL
469,BASKETBALL,(crvd-5)BASKETBALL,(crvd-5)BASKETBALL,1518,1643,1568,1593,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2006_10_10_scene3-camera1.mov,Lexical Signs,BASKETBALL
470,BASKETBALL,(crvd-5)BASKETBALL,(crvd-5)BASKETBALL,1518,1663,1568,1613,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2007_05_24_scene7-camera1.mov,Lexical Signs,BASKETBALL
1271,BASKETBALL,BASKETBALL,BASKETBALL,990,1115,1040,1065,crvd-3,crvd-3,crvd-3,crvd-3,ASL_2008_01_11_scene33-camera1.mov,Lexical Signs,BASKETBALL
1272,BASKETBALL,BASKETBALL,BASKETBALL,2370,2505,2420,2455,crvd-3,crvd-3,crvd-3,crvd-3,ASL_2008_05_12a_scene21-camera1.mov,Lexical Signs,BASKETBALL
1273,BASKETBALL,BASKETBALL,BASKETBALL,2600,2717,2650,2667,crvd-3,crvd-3,crvd-3,crvd-3,ASL_2008_08_04_scene22-camera1.mov,Lexical Signs,BASKETBALL
568,BAWL-OUT,(nd-1)BAWL-OUT,(nd-1)BAWL-OUT,6883,6987,6933,6937,S,1,5,1,ASL_2011_06_08_Brady_scene17-camera1.mov,Lexical Signs,BAWL-OUT
1285,BAWL-OUT,BAWL-OUT,BAWL-OUT,1515,1640,1565,1590,S,S,4,4,ASL_2008_01_11_scene34-camera1.mov,Lexical Signs,BAWL-OUT
1286,BAWL-OUT,BAWL-OUT,BAWL-OUT,1300,1454,1350,1404,S,S,4,4,ASL_2010_08_10_Liz_additional_lexicon_signs_scene24-camera1.mov,Lexical Signs,BAWL-OUT
1287,BAWL-OUT,BAWL-OUT,BAWL-OUT,2215,2341,2265,2291,S,S,5,4,ASL_2008_05_12a_scene22-camera1.mov,Lexical Signs,BAWL-OUT
1288,BAWL-OUT,BAWL-OUT,BAWL-OUT,2672,2796,2722,2746,S,S,5,4,ASL_2008_08_04_scene23-camera1.mov,Lexical Signs,BAWL-OUT
1289,BAWL-OUT,BAWL-OUT,BAWL-OUT,5194,5309,5244,5259,S,S,5,4,ASL_2011_06_08_Brady_scene17-camera1.mov,Lexical Signs,BAWL-OUT
1296,BEAR,BEAR,BEAR,1200,1340,1250,1290,5,5,5-C,5-C,ASL_2008_01_11_scene35-camera1.mov,Lexical Signs,BEAR
1297,BEAR,BEAR,BEAR,3310,3461,3360,3411,5,5,5-C,5-C,ASL_2008_05_12a_scene22-camera1.mov,Lexical Signs,BEAR
1298,BEAR,BEAR,BEAR,4015,4155,4065,4105,crvd-5,crvd-5,5-C-L,5-C-L,ASL_2008_08_04_scene23-camera1.mov,Lexical Signs,BEAR
1299,BEAR,BEAR,BEAR,8224,8350,8274,8300,crvd-5,crvd-5,5-C-L,5-C-L,ASL_2011_06_08_Brady_scene17-camera1.mov,Lexical Signs,BEAR
1303,BEAT,BEAT,BEAT,1965,2090,2015,2040,S,S,S,S,ASL_2008_01_18_scene3-camera1.mov,Lexical Signs,BEAT
1304,BEAT,BEAT,BEAT,1480,1595,1530,1545,S,S,S,S,ASL_2008_08_06_scene3-camera1.mov,Lexical Signs,BEAT
1305,BEAT,BEAT_2,BEAT_2,5955,6102,6005,6052,S,D,S,D,ASL_2010_08_10_Liz_additional_lexicon_signs_scene17-camera1.mov,Lexical Signs,BEAT
1306,BEAT,BEAT_2,BEAT_2,1510,1640,1560,1590,S,1,S,1,ASL_2008_05_12b_scene3-camera1.mov,Lexical Signs,BEAT
1307,BEAT,BEAT_2,BEAT_2,10623,10762,10673,10712,S,1,S,1,ASL_2011_06_08_Brady_scene17-camera1.mov,Lexical Signs,BEAT
1308,BEAT,BEAT_2,BEAT_2,16063,16190,16113,16140,S,1,S,1,ASL_2011_06_08_Brady_scene29-camera1.mov,Lexical Signs,BEAT
310,BED,(2h)BED,(2h)BED,3555,3695,3605,3645,B-L,B-L,B-L,B-L,ASL_2008_02_29_scene34-camera1.mov,Lexical Signs,BED
311,BED,(2h)BED,(2h)BED,2275,2392,2325,2342,B-L,B-L,B-L,B-L,ASL_2008_05_12a_scene23-camera1.mov,Lexical Signs,BED
1334,BED,BED,BED,1270,1400,1320,1350,B-L,,B-L,,ASL_2008_01_11_scene36-camera1.mov,Lexical Signs,BED
1335,BED,BED,BED,2123,2241,2173,2191,B-L,,B-L,,ASL_2008_08_04_scene24-camera1.mov,Lexical Signs,BED
1336,BED,BED,BED,3717,3837,3767,3787,B-L,,B-L,,ASL_2011_06_08_Brady_scene18-camera1.mov,Lexical Signs,BED
1337,BED,BED,BED,3996,4114,4046,4064,B-L,,B-L,,ASL_2011_07_19_Brady_scene86-camera1.mov,Lexical Signs,BED
1352,BEHAVIOR,BEHAVIOR,BEHAVIOR,445,585,495,535,B,B,B,B,ASL_2008_01_11_scene38-camera1.mov,Lexical Signs,BEHAVIOR
1353,BEHAVIOR,BEHAVIOR,BEHAVIOR+,1590,1745,1640,1695,B,B,B,B,ASL_2008_05_12a_scene24-camera1.mov,Lexical Signs,BEHAVIOR
1354,BEHAVIOR,BEHAVIOR,BEHAVIOR+,1905,2040,1955,1990,B,B,B,B,ASL_2008_05_12a_scene24-camera1.mov,Lexical Signs,BEHAVIOR
1355,BEHAVIOR,BEHAVIOR,BEHAVIOR+,1532,1690,1582,1640,B,B,B,B,ASL_2008_08_04_scene25-camera1.mov,Lexical Signs,BEHAVIOR
1356,BEHAVIOR,BEHAVIOR,BEHAVIOR+,6692,6833,6742,6783,B,B,B,B,ASL_2011_06_08_Brady_scene18-camera1.mov,Lexical Signs,BEHAVIOR
1357,BEHAVIOR,BEHAVIOR,BEHAVIOR+,2234,2415,2284,2365,B-xd,B-xd,B-xd,B-xd,ASL_2007_05_24_scene7-camera1.mov,Lexical Signs,BEHAVIOR
1358,BEHIND,BEHIND,BEHIND,871,1016,921,966,10,A,10,A,ASL_2008_01_11_scene28-camera1.mov,Lexical Signs,BEHIND
1359,BEHIND,BEHIND,BEHIND,2223,2353,2273,2303,10,10,10,10,ASL_2008_08_04_scene18-camera1.mov,Lexical Signs,BEHIND
1360,BEHIND,BEHIND,BEHIND,2499,2622,2549,2572,10,10,10,10,ASL_2011_06_08_Brady_scene15-camera1.mov,Lexical Signs,BEHIND
41035,THINK+MARRY,THINK+MARRY,THINK+MARRY,442,581,492,531,1,,crvd-B,crvd-B,ASL_2008_01_11_scene39-camera1.mov,Compound Signs,BELIEVE
41036,THINK+MARRY,THINK+MARRY,THINK+MARRY,565,706,615,656,1,,crvd-B,crvd-B,ASL_2008_05_12a_scene25-camera1.mov,Compound Signs,BELIEVE
41037,THINK+MARRY,THINK+MARRY,THINK+MARRY,678,807,728,757,1,,C,C,ASL_2008_08_04_scene26-camera1.mov,Compound Signs,BELIEVE
41038,THINK+MARRY,THINK+MARRY,THINK+MARRY,14350,14471,14400,14421,1,,crvd-5,crvd-5,ASL_2011_06_08_Brady_scene18-camera1.mov,Compound Signs,BELIEVE
41039,THINK+MARRY,THINK+MARRY,THINK+MARRY,2297,2439,2347,2389,L,,crvd-B,crvd-B,ASL_2006_10_10_scene3-camera1.mov,Compound Signs,BELIEVE
41040,THINK+MARRY,THINK+MARRY,THINK+MARRY,2387,2543,2437,2493,1,,crvd-B,crvd-B,ASL_2007_05_24_scene7-camera1.mov,Compound Signs,BELIEVE
1383,BERRY,BERRY,BERRY,1045,1185,1095,1135,O,I,O,I,ASL_2008_01_11_scene73-camera1.mov,Lexical Signs,BERRY
1384,BERRY,BERRY,BERRY,635,760,685,710,O,I,O,I,ASL_2010_08_10_Liz_additional_lexicon_signs_scene9-camera1.mov,Lexical Signs,BERRY
1385,BERRY,BERRY,BERRY,5290,5442,5340,5392,O,I,O,I,ASL_2008_05_12a_scene44-camera1.mov,Lexical Signs,BERRY
1386,BERRY,BERRY,BERRY,3445,3566,3495,3516,flat-O,I,flat-O,I,ASL_2008_08_04_scene46-camera1.mov,Lexical Signs,BERRY
1387,BERRY,BERRY,BERRY,7619,7756,7669,7706,fanned-flat-O,I,fanned-flat-O,I,ASL_2011_06_08_Brady_scene19-camera1.mov,Lexical Signs,BERRY
1388,BERRY,BERRY,BERRY,4604,4740,4654,4690,O,I,O,I,ASL_2011_06_08_Brady_scene27-camera1.mov,Lexical Signs,BERRY
1389,BERRY,BERRY,BERRY,2026,2175,2076,2125,O,I,O,I,ASL_2011_07_19_Brady_scene100-camera1.mov,Lexical Signs,BERRY
1390,BERRY,BERRY,BERRY,96,255,146,205,O,I,O,I,ASL_2011_07_22_Brady_scene40-camera1.mov,Lexical Signs,BERRY
1395,BEST-FRIEND,BEST-FRIEND,BEST-FRIEND,2396,2550,2446,2500,X,X,X,X,ASL_2008_02_01_scene8-camera1.mov,Lexical Signs,BEST-FRIEND
1396,BEST-FRIEND,BEST-FRIEND,BEST-FRIEND,3297,3426,3347,3376,X,X,X,X,ASL_2008_08_13_scene7-camera1.mov,Lexical Signs,BEST-FRIEND
1397,BEST-FRIEND,BEST-FRIEND,BEST-FRIEND,3741,3864,3791,3814,X,X,X,X,ASL_2011_06_14_Brady_scene27-camera1.mov,Lexical Signs,BEST-FRIEND
1437,BILL/OWE,BILL/OWE-1p,BILL/OWE-1p++,789,924,839,874,1,B-L,1,B-L,ASL_2006_10_10_scene20-camera1.mov,Lexical Signs,BILL/OWE
1449,BIRD,BIRD,BIRD,208,343,258,293,L,,flat-G,,ASL_2008_01_11_scene43-camera1.mov,Lexical Signs,BIRD
207666,BIRD,BIRD,BIRD,711,845,761,795,L,,flat-G,,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs,BIRD
1452,BIRD,BIRD,BIRD+,310,455,360,405,G,,baby-O,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene26-camera1.mov,Lexical Signs,BIRD
1453,BIRD,BIRD,BIRD+,2361,2500,2411,2450,L,,flat-G,,ASL_2008_05_12a_scene27-camera1.mov,Lexical Signs,BIRD
1454,BIRD,BIRD,BIRD+,6801,6925,6851,6875,L,,flat-G,,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs,BIRD
1455,BIRD,BIRD,BIRD+,6320,6445,6370,6395,L,,baby-O,,ASL_2011_06_08_Brady_scene27-camera1.mov,Lexical Signs,BIRD
1456,BIRD,BIRD,BIRD+,580,741,630,691,L,,flat-G,,ASL_2007_05_24_scene8-camera1.mov,Lexical Signs,BIRD
207665,BIRD,BIRD,BIRD+,2156,2284,2206,2234,L,,flat-G,,ASL_2008_08_04_scene28-camera1.mov,Lexical Signs,BIRD
1481,BLACK-OUT,BLACK-OUT,BLACK-OUT,4325,4468,4375,4418,crvd-5,crvd-5,S,S,ASL_2011_06_14_Brady_scene16-camera1.mov,Lexical Signs,BLACK-OUT
1482,BLAME,BLAME,BLAME,955,1090,1005,1040,10,A,10,A,ASL_2008_01_11_scene6-camera1.mov,Lexical Signs,BLAME
1483,BLAME,BLAME,BLAME,485,610,535,560,10,A,10,A,ASL_2008_01_11_scene45-camera1.mov,Lexical Signs,BLAME
1484,BLAME,BLAME,BLAME,3467,3590,3517,3540,10,A,10,A,ASL_2008_05_12a_scene6-camera1.mov,Lexical Signs,BLAME
1485,BLAME,BLAME,BLAME,660,790,710,740,10,S,10,S,ASL_2008_05_12a_scene28-camera1.mov,Lexical Signs,BLAME
1486,BLAME,BLAME,BLAME,4410,4540,4460,4490,10,A,10,A,ASL_2008_08_04_scene4-camera1.mov,Lexical Signs,BLAME
1487,BLAME,BLAME,BLAME,980,1097,1030,1047,10,S,10,S,ASL_2008_08_04_scene29-camera1.mov,Lexical Signs,BLAME
1488,BLAME,BLAME,BLAME,10401,10513,10451,10463,10,10,10,10,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs,BLAME
1489,BLAME,BLAME,BLAME,2952,3075,3002,3025,10,psv,10,psv,ASL_2011_07_22_Brady_scene38-camera1.mov,Lexical Signs,BLAME
1490,BLAME,BLAME-1p,BLAME-1p,701,860,751,810,10,S,10,S,ASL_2008_02_15_scene14-camera1.mov,Lexical Signs,BLAME
1491,BLAME,BLAME-1p,BLAME-1p,482,621,532,571,10,10,10,10,ASL_2011_07_22_Brady_scene48-camera1.mov,Lexical Signs,BLAME
1544,BLUE,BLUE,BLUE,800,925,850,875,B-xd,,B-xd,,ASL_2008_01_11_scene48-camera1.mov,Lexical Signs,BLUE
1545,BLUE,BLUE,BLUE,1157,1290,1207,1240,B-xd,,B-xd,,ASL_2008_05_12a_scene30-camera1.mov,Lexical Signs,BLUE
1546,BLUE,BLUE,BLUE,1282,1397,1332,1347,B-xd,,B-xd,,ASL_2008_08_04_scene31-camera1.mov,Lexical Signs,BLUE
1547,BLUE,BLUE,BLUE,2560,2689,2610,2639,B,,B,,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs,BLUE
1548,BLUE,BLUE,BLUE,3370,3501,3420,3451,B,,B,,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs,BLUE
1549,BLUE,BLUE,BLUE,1510,1636,1560,1586,B,,B,,ASL_2011_07_19_Brady_scene3-camera1.mov,Lexical Signs,BLUE
1550,BLUE,BLUE,BLUE,1104,1235,1154,1185,B,,B,,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs,BLUE
1551,BLUE,BLUE,BLUE,1016,1170,1066,1120,B-xd,,B-xd,,ASL_2007_05_24_scene8-camera1.mov,Lexical Signs,BLUE
39509,BLUE+BERRY,BLUE+BERRY,BLUE+BERRY,1382,1532,1432,1482,B,,O,I,ASL_2008_05_12a_scene30-camera1.mov,Compound Signs,BLUE+BERRY
39510,BLUE+BERRY,BLUE+BERRY,BLUE+BERRY,1545,1681,1595,1631,B,,O,I,ASL_2008_08_04_scene31-camera1.mov,Compound Signs,BLUE+BERRY
1558,BOAT,BOAT,BOAT,205,350,255,300,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_01_11_scene49-camera1.mov,Lexical Signs,BOAT
1559,BOAT,BOAT,BOAT,1900,2045,1950,1995,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_05_12a_scene30-camera1.mov,Lexical Signs,BOAT
1560,BOAT,BOAT,BOAT,6224,6350,6274,6300,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs,BOAT
1561,BOAT,BOAT_2,BOAT_2,2262,2387,2312,2337,B-L,B-L,B-L,B-L,ASL_2008_08_04_scene31-camera1.mov,Lexical Signs,BOAT
1570,BOMB,BOMB,BOMB,1306,1441,1356,1391,S,S,5,5,ASL_2008_01_11_scene49-camera1.mov,Lexical Signs,BOMB
1571,BOMB,BOMB,BOMB,240,357,290,307,S,S,5,5,ASL_2008_05_12a_scene31-camera1.mov,Lexical Signs,BOMB
1572,BOMB,BOMB,BOMB,787,905,837,855,S,S,crvd-5,crvd-5,ASL_2008_08_04_scene32-camera1.mov,Lexical Signs,BOMB
1573,BOMB,BOMB,BOMB,11941,12057,11991,12007,S,S,5,5,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs,BOMB
1580,BOOK-PAGE,BOOK-PAGE,BOOK-PAGE+,440,602,490,552,10,B-L,10,B-L,ASL_2008_02_15_scene29-camera1.mov,Lexical Signs,BOOK-PAGE
1581,BOOK-PAGE,BOOK-PAGE,BOOK-PAGE+,1560,1695,1610,1645,10,B-L,10,B-L,ASL_2011_07_19_Brady_scene24-camera1.mov,Lexical Signs,BOOK-PAGE
1617,BOTHER,BOTHER-1p,BOTHER-1p++,2977,3124,3027,3074,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene36-camera1.mov,Lexical Signs,BOTHER
1662,BRACELET,BRACELET,BRACELET,935,1070,985,1020,open-8,S,open-8,S,ASL_2008_01_11_scene53-camera1.mov,Lexical Signs,BRACELET
1663,BRACELET,BRACELET,BRACELET,965,1093,1015,1043,open-8,psv,open-8,psv,ASL_2008_08_04_scene34-camera1.mov,Lexical Signs,BRACELET
1664,BRACELET,BRACELET_2,BRACELET_2,845,1000,895,950,open-F,psv,open-F,psv,ASL_2008_05_12a_scene33-camera1.mov,Lexical Signs,BRACELET
1671,BRAVE/RECOVER,BRAVE/RECOVER,BRAVE/RECOVER,630,755,680,705,5,5,S,S,ASL_2008_01_11_scene54-camera1.mov,Lexical Signs,BRAVE/RECOVER
1672,BRAVE/RECOVER,BRAVE/RECOVER,BRAVE/RECOVER,1785,1951,1835,1901,5,5,S,S,ASL_2008_02_29_scene7-camera1.mov,Lexical Signs,BRAVE/RECOVER
1673,BRAVE/RECOVER,BRAVE/RECOVER,BRAVE/RECOVER,2225,2375,2275,2325,5,5,S,S,ASL_2008_03_28_scene38-camera1.mov,Lexical Signs,BRAVE/RECOVER
1674,BRAVE/RECOVER,BRAVE/RECOVER,BRAVE/RECOVER,2586,2715,2636,2665,crvd-5,crvd-5,S,S,ASL_2008_05_12a_scene33-camera1.mov,Lexical Signs,BRAVE/RECOVER
1675,BRAVE/RECOVER,BRAVE/RECOVER,BRAVE/RECOVER,845,972,895,922,crvd-5,crvd-5,S,S,ASL_2008_05_12b_scene10-camera1.mov,Lexical Signs,BRAVE/RECOVER
1676,BRAVE/RECOVER,BRAVE/RECOVER,BRAVE/RECOVER,2918,3050,2968,3000,crvd-5,crvd-5,S,S,ASL_2008_08_04_scene34-camera1.mov,Lexical Signs,BRAVE/RECOVER
1677,BRAVE/RECOVER,BRAVE/RECOVER,BRAVE/RECOVER,5049,5173,5099,5123,5,5,S,S,ASL_2011_06_08_Brady_scene23-camera1.mov,Lexical Signs,BRAVE/RECOVER
1678,BRAVE/RECOVER,BRAVE/RECOVER,BRAVE/RECOVER,2534,2654,2584,2604,crvd-5,crvd-5,S,S,ASL_2011_07_22_Brady_scene57-camera1.mov,Lexical Signs,BRAVE/RECOVER
1702,BREATHE,BREATHE,BREATHE,455,600,505,550,5,5,5,5,ASL_2008_01_11_scene56-camera1.mov,Lexical Signs,BREATHE
1703,BREATHE,BREATHE,BREATHE,2516,2652,2566,2602,5,5,5,5,ASL_2008_05_12a_scene34-camera1.mov,Lexical Signs,BREATHE
1704,BREATHE,BREATHE,BREATHE,3285,3445,3335,3395,5,5,5,5,ASL_2008_08_04_scene35-camera1.mov,Lexical Signs,BREATHE
1705,BREATHE,BREATHE,BREATHE,9930,10068,9980,10018,5,5,5,5,ASL_2011_06_08_Brady_scene23-camera1.mov,Lexical Signs,BREATHE
694,BUILD,(U-L)BUILD,(U-L)BUILD+,895,1021,945,971,bent-U-L,bent-U-L,bent-U-L,bent-U-L,ASL_2008_08_04_scene37-camera1.mov,Lexical Signs,BUILD
695,BUILD,(U-L)BUILD,(U-L)BUILD+,1173,1315,1223,1265,U-L,bent-U-L,bent-U-L,bent-U-L,ASL_2008_08_04_scene37-camera1.mov,Lexical Signs,BUILD
1754,BUILD,(U-L)BUILD,(U-L)BUILD+,1925,2070,1975,2020,U,bent-U,bent-U,crvd-U,ASL_2008_01_11_scene58-camera1.mov,Lexical Signs,BUILD
696,BUILD,(U-L)BUILD,(U-L)BUILD++,2469,2608,2519,2558,U-L,bent-U-L,U-L,bent-N,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs,BUILD
697,BUILD,(U-L)BUILD,(U-L)BUILD++,3418,3559,3468,3509,U-L,bent-U,U-L,bent-N,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs,BUILD
698,BUILD,(U-L)BUILD,(U-L)BUILD++,728,880,778,830,U-L,bent-U-L,bent-U-L,bent-U-L,ASL_2007_05_24_scene8-camera1.mov,Lexical Signs,BUILD
1755,BUILD,(U-L)BUILD,(U-L)BUILD+++,1056,1196,1106,1146,U,bent-U,bent-U,U,ASL_2008_05_12a_scene36-camera1.mov,Lexical Signs,BUILD
1748,BUILD,BUILD,BUILD+,1555,1706,1605,1656,B-L,bent-B-L,B-L,bent-B-L,ASL_2008_08_04_scene37-camera1.mov,Lexical Signs,BUILD
1750,BUILD,BUILD,BUILD++,1721,1875,1771,1825,B-L,crvd-flat-B,bent-B-L,crvd-flat-B,ASL_2008_01_11_scene58-camera1.mov,Lexical Signs,BUILD
207675,BUILD,BUILD,BUILD++,2793,2942,2843,2892,B-L,B-L,bent-B-L,bent-B-L,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs,BUILD
207676,BUILD,BUILD,BUILD++,1075,1226,1125,1176,B-L,bent-B-L,crvd-B,bent-B-L,ASL_2011_07_22_Brady_scene39-camera1.mov,Lexical Signs,BUILD
207677,BUILD,BUILD,BUILD++,823,974,873,924,B-L,B-L,bent-B-L,bent-B-L,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs,BUILD
1751,BUILD,BUILD,BUILD+++,780,922,830,872,B-L,bent-B-L,bent-B-L,B-L,ASL_2008_05_12a_scene36-camera1.mov,Lexical Signs,BUILD
207674,BUILD,BUILD,BUILD+++,1530,1676,1580,1626,B-L,bent-B-L,B-L,bent-B-L,ASL_2008_05_12a_scene36-camera1.mov,Lexical Signs,BUILD
1766,BUSY/BUSINESS,BUSINESS,BUSINESS++,505,670,555,620,B,B,B,B,ASL_2008_05_12a_scene37-camera1.mov,Lexical Signs,BUSY/BUSINESS
1767,BUSY/BUSINESS,BUSINESS_2,BUSINESS_2,440,575,490,525,B,B,B,B,ASL_2008_01_11_scene60-camera1.mov,Lexical Signs,BUSY/BUSINESS
207678,BUSY/BUSINESS,BUSINESS_3,BUSINESS_3,1630,1760,1680,1710,B,S,B,S,ASL_2008_01_11_scene59-camera1.mov,Lexical Signs,BUSY/BUSINESS
1770,BUSY/BUSINESS,BUSY,BUSY,874,1031,924,981,B-xd,B-xd,B-xd,B-xd,ASL_2007_05_24_scene8-camera1.mov,Lexical Signs,BUSY/BUSINESS
1771,BUSY/BUSINESS,BUSY,BUSY,971,1125,1021,1075,B-xd,B-xd,B-xd,B-xd,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs,BUSY/BUSINESS
207679,BUSY/BUSINESS,BUSY,BUSY,696,825,746,775,B,psv,B,psv,ASL_2008_08_04_scene38-camera1.mov,Lexical Signs,BUSY/BUSINESS
1772,BUSY/BUSINESS,BUSY_2,BUSY_2-continuative,765,935,815,885,B,B,B,B,ASL_2008_05_12a_scene37-camera1.mov,Lexical Signs,BUSY/BUSINESS
1763,BUSY/BUSINESS,BUSY/BUSINESS,BUSY/BUSINESS,465,595,515,545,B,S,B,S,ASL_2008_08_04_scene38-camera1.mov,Lexical Signs,BUSY/BUSINESS
1764,BUSY/BUSINESS,BUSY/BUSINESS,BUSY/BUSINESS+,7966,8099,8016,8049,B-xd,S,B-xd,S,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs,BUSY/BUSINESS
1768,BUSY/BUSINESS,BUSY/BUSINESS,BUSY/BUSINESS+,8733,8860,8783,8810,B,psv,B,psv,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs,BUSY/BUSINESS
1813,CAFETERIA,CAFETERIA,CAFETERIA,1360,1491,1410,1441,C,,C,,ASL_2008_01_11_scene61-camera1.mov,Lexical Signs,CAFETERIA
1814,CAFETERIA,CAFETERIA,CAFETERIA,772,900,822,850,C,,C,,ASL_2008_05_12a_scene38-camera1.mov,Lexical Signs,CAFETERIA
1815,CAFETERIA,CAFETERIA,CAFETERIA,1982,2115,2032,2065,C,,C,,ASL_2008_08_04_scene39-camera1.mov,Lexical Signs,CAFETERIA
1816,CAFETERIA,CAFETERIA,CAFETERIA,12138,12258,12188,12208,C,,C,,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs,CAFETERIA
1832,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,595,715,645,665,X,1,X,1,ASL_2008_01_11_scene62-camera1.mov,Lexical Signs,CALL-ON-RELAY/VRS
1833,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,592,710,642,660,X,1,X,1,ASL_2008_02_29_scene26-camera1.mov,Lexical Signs,CALL-ON-RELAY/VRS
1835,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,3390,3511,3440,3461,X,1,X,1,ASL_2008_08_04_scene39-camera1.mov,Lexical Signs,CALL-ON-RELAY/VRS
1836,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,366,476,416,426,X,1,X,1,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs,CALL-ON-RELAY/VRS
1837,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,1010,1117,1060,1067,X,1,X,1,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs,CALL-ON-RELAY/VRS
207911,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,1962,2077,2012,2027,X,1,X,1,ASL_2011_07_19_Brady_scene76-camera1.mov,Lexical Signs,CALL-ON-RELAY/VRS
1838,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS+,3380,3520,3430,3470,X,1,X,1,ASL_2008_03_28_scene6-camera1.mov,Lexical Signs,CALL-ON-RELAY/VRS
1839,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS+,402,544,452,494,X,1,X,1,ASL_2011_07_19_Brady_scene111-camera1.mov,Lexical Signs,CALL-ON-RELAY/VRS
1961,CAUSE,CAUSE,CAUSE,410,540,460,490,A,A,5,5,ASL_2008_01_11_scene67-camera1.mov,Lexical Signs,CAUSE
1962,CAUSE,CAUSE,CAUSE,2377,2507,2427,2457,S,S,crvd-5,crvd-5,ASL_2008_05_12a_scene41-camera1.mov,Lexical Signs,CAUSE
1963,CAUSE,CAUSE,CAUSE,3790,3914,3840,3864,S,S,B-L,B-L,ASL_2008_08_04_scene42-camera1.mov,Lexical Signs,CAUSE
